Method,Seed,Profile,ScoreType,Scope,Feature,N,SpearmanRho,PValue
bandit_discovery_heavy,45.0,discovery_heavy,BanditRankScore,lowfreq_novel,MutationFrequency,2419,0.32541955575512344,8.864335639309478e-61
bandit_discovery_heavy,45.0,discovery_heavy,BanditRankScore,lowfreq_novel,PPI_Degree,2419,0.49295650515952005,2.51200640855159e-148
bandit_discovery_heavy,45.0,discovery_heavy,BanditRankScore,lowfreq_novel,GRN_in_degree,2419,0.2366649106116846,3.8114275979837564e-32
bandit_discovery_heavy,45.0,discovery_heavy,BanditRankScore,lowfreq_novel,GRN_out_degree,2419,0.10386455742364295,3.061582747857051e-07
bandit_discovery_heavy,45.0,discovery_heavy,BanditRankScore,lowfreq_novel,GRN_total_degree,2419,0.24063962198105984,3.2969127711797684e-33
bandit_discovery_heavy,45.0,discovery_heavy,BanditRankScore,lowfreq_novel,Omics_Mutation,2419,0.32541955575512344,8.864335639309478e-61
bandit_discovery_heavy,45.0,discovery_heavy,BanditRankScore,lowfreq_novel,Omics_Expression,2419,-0.012305327306273406,0.5452274585456247
bandit_discovery_heavy,45.0,discovery_heavy,BanditRankScore,lowfreq_novel,Omics_Methylation,2419,-0.04785729699878266,0.018576937430561612
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,all_9039,MutationFrequency,9039,0.27415999882427894,1.41063985896606e-155
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,all_9039,PPI_Degree,9039,0.4229417868203958,0.0
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,all_9039,GRN_in_degree,9039,0.17830763405658265,1.8511761550561655e-65
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,all_9039,GRN_out_degree,9039,0.10336315661470781,6.709196259629855e-23
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,all_9039,GRN_total_degree,9039,0.1853362321745919,1.157736633452333e-70
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,all_9039,Omics_Mutation,8957,0.2740307949421805,4.9187204814252074e-154
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,all_9039,Omics_Expression,8957,-0.027346403728511624,0.009647180226131312
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,all_9039,Omics_Methylation,8957,-0.09006887493359186,1.3373547367304172e-17
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,lowfreq_novel,MutationFrequency,2419,0.2877129313048973,2.507844739136412e-47
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,lowfreq_novel,PPI_Degree,2419,0.5982194636676493,8.876898892037225e-235
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,lowfreq_novel,GRN_in_degree,2419,0.20588674790385803,1.4438716186043333e-24
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,lowfreq_novel,GRN_out_degree,2419,0.08850738978919678,1.3042220227441196e-05
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,lowfreq_novel,GRN_total_degree,2419,0.20931412844813055,2.354872994510348e-25
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,lowfreq_novel,Omics_Mutation,2419,0.2877129313048973,2.507844739136412e-47
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,lowfreq_novel,Omics_Expression,2419,-0.014901553697626028,0.46382079646111674
bandit_recovery_heavy,48.0,recovery_heavy,BanditRolloutScore,lowfreq_novel,Omics_Methylation,2419,-0.07671427022194398,0.00015893308485324728
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,all_9039,MutationFrequency,9039,0.2741625303648754,1.4010925224826495e-155
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,all_9039,PPI_Degree,9039,0.42296941676124633,0.0
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,all_9039,GRN_in_degree,9039,0.17834547494621503,1.7378096675112163e-65
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,all_9039,GRN_out_degree,9039,0.10337083238634347,6.660261713937312e-23
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,all_9039,GRN_total_degree,9039,0.18537328837197392,1.0854436965797634e-70
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,all_9039,Omics_Mutation,8957,0.2740334645163722,4.883957312482216e-154
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,all_9039,Omics_Expression,8957,-0.02730928453513332,0.009746064756119732
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,all_9039,Omics_Methylation,8957,-0.0900683087959271,1.337978737346993e-17
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,lowfreq_novel,MutationFrequency,2419,0.28805406238055686,1.9337028003530617e-47
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,lowfreq_novel,PPI_Degree,2419,0.5983679444293046,6.352076316156135e-235
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,lowfreq_novel,GRN_in_degree,2419,0.20619523944239748,1.2280388982447021e-24
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,lowfreq_novel,GRN_out_degree,2419,0.08854106156961951,1.294335360950398e-05
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,lowfreq_novel,GRN_total_degree,2419,0.20961655700663182,2.0035687673869876e-25
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,lowfreq_novel,Omics_Mutation,2419,0.28805406238055686,1.9337028003530617e-47
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,lowfreq_novel,Omics_Expression,2419,-0.014401150653572566,0.4789656459441428
bandit_recovery_heavy,48.0,recovery_heavy,BanditRankScore,lowfreq_novel,Omics_Methylation,2419,-0.07670819548658347,0.0001591245068157231
bandit_compromise,48.0,compromise,BanditRolloutScore,all_9039,MutationFrequency,9039,0.2830824413615717,3.6086821527007304e-166
bandit_compromise,48.0,compromise,BanditRolloutScore,all_9039,PPI_Degree,9039,0.3379856964047712,2.2638148545327965e-240
bandit_compromise,48.0,compromise,BanditRolloutScore,all_9039,GRN_in_degree,9039,0.16088059866358645,1.8024035489422832e-53
bandit_compromise,48.0,compromise,BanditRolloutScore,all_9039,GRN_out_degree,9039,0.11386736981531795,1.7948440226013372e-27
bandit_compromise,48.0,compromise,BanditRolloutScore,all_9039,GRN_total_degree,9039,0.16945120255379773,3.325437009991038e-59
bandit_compromise,48.0,compromise,BanditRolloutScore,all_9039,Omics_Mutation,8957,0.28278256486680414,2.5456013127714746e-164
bandit_compromise,48.0,compromise,BanditRolloutScore,all_9039,Omics_Expression,8957,-0.012516237755846179,0.23624063956770222
bandit_compromise,48.0,compromise,BanditRolloutScore,all_9039,Omics_Methylation,8957,-0.08389762376156683,1.8189130496960835e-15
bandit_compromise,48.0,compromise,BanditRolloutScore,lowfreq_novel,MutationFrequency,2419,0.23536371421011765,8.41054614893256e-32
bandit_compromise,48.0,compromise,BanditRolloutScore,lowfreq_novel,PPI_Degree,2419,0.5349582869999756,3.4928300760151885e-179
bandit_compromise,48.0,compromise,BanditRolloutScore,lowfreq_novel,GRN_in_degree,2419,0.1861996581932092,2.605873916226462e-20
bandit_compromise,48.0,compromise,BanditRolloutScore,lowfreq_novel,GRN_out_degree,2419,0.10068036281729609,6.9825648851663e-07
bandit_compromise,48.0,compromise,BanditRolloutScore,lowfreq_novel,GRN_total_degree,2419,0.19135714063212653,2.2109226070801385e-21
bandit_compromise,48.0,compromise,BanditRolloutScore,lowfreq_novel,Omics_Mutation,2419,0.23536371421011765,8.41054614893256e-32
bandit_compromise,48.0,compromise,BanditRolloutScore,lowfreq_novel,Omics_Expression,2419,-0.013892969831920027,0.4946180201580084
bandit_compromise,48.0,compromise,BanditRolloutScore,lowfreq_novel,Omics_Methylation,2419,-0.0774088739016237,0.00013841831918877612
bandit_compromise,48.0,compromise,BanditRankScore,all_9039,MutationFrequency,9039,0.28316231141665715,2.888968546957926e-166
bandit_compromise,48.0,compromise,BanditRankScore,all_9039,PPI_Degree,9039,0.33798798459395285,2.2460076197782404e-240
bandit_compromise,48.0,compromise,BanditRankScore,all_9039,GRN_in_degree,9039,0.1608395900435692,1.9166355882746581e-53
bandit_compromise,48.0,compromise,BanditRankScore,all_9039,GRN_out_degree,9039,0.11375308996538792,2.0238170599970777e-27
bandit_compromise,48.0,compromise,BanditRankScore,all_9039,GRN_total_degree,9039,0.16940007268394847,3.60563932169746e-59
bandit_compromise,48.0,compromise,BanditRankScore,all_9039,Omics_Mutation,8957,0.2828631525307294,2.0385417721492355e-164
bandit_compromise,48.0,compromise,BanditRankScore,all_9039,Omics_Expression,8957,-0.012504161238155537,0.23669313488673452
bandit_compromise,48.0,compromise,BanditRankScore,all_9039,Omics_Methylation,8957,-0.08389835755037144,1.8178880233056767e-15
bandit_compromise,48.0,compromise,BanditRankScore,lowfreq_novel,MutationFrequency,2419,0.23665123659023218,3.843357757175461e-32
bandit_compromise,48.0,compromise,BanditRankScore,lowfreq_novel,PPI_Degree,2419,0.5349110405589921,3.805222792280596e-179
bandit_compromise,48.0,compromise,BanditRankScore,lowfreq_novel,GRN_in_degree,2419,0.18553748895866434,3.5586115051250034e-20
bandit_compromise,48.0,compromise,BanditRankScore,lowfreq_novel,GRN_out_degree,2419,0.09951205637039692,9.391361598330492e-07
bandit_compromise,48.0,compromise,BanditRankScore,lowfreq_novel,GRN_total_degree,2419,0.19063693100994678,3.13354511804798e-21
bandit_compromise,48.0,compromise,BanditRankScore,lowfreq_novel,Omics_Mutation,2419,0.23665123659023218,3.843357757175461e-32
bandit_compromise,48.0,compromise,BanditRankScore,lowfreq_novel,Omics_Expression,2419,-0.013328118452745728,0.5123315660880723
bandit_compromise,48.0,compromise,BanditRankScore,lowfreq_novel,Omics_Methylation,2419,-0.07705394488604533,0.00014856763675300593
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,all_9039,MutationFrequency,9039,0.21253402862150875,7.76058586143294e-93
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,all_9039,PPI_Degree,9039,0.07609662061809816,4.3471494603251296e-13
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,all_9039,GRN_in_degree,9039,0.07278839673993828,4.253464223504944e-12
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,all_9039,GRN_out_degree,9039,0.101280388277953,4.792814239123771e-22
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,all_9039,GRN_total_degree,9039,0.08193251081713514,6.109570604774538e-15
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,all_9039,Omics_Mutation,8957,0.21230338865910692,8.220882948637693e-92
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,all_9039,Omics_Expression,8957,0.029220008464224484,0.005681332619470317
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,all_9039,Omics_Methylation,8957,-0.030654888562243722,0.0037138151194072316
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,lowfreq_novel,MutationFrequency,2419,0.06603514703362767,0.0011552798840766226
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,lowfreq_novel,PPI_Degree,2419,0.28698566632004796,4.3600874762467425e-47
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,lowfreq_novel,GRN_in_degree,2419,0.10275734845336314,4.0894083367962447e-07
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,lowfreq_novel,GRN_out_degree,2419,0.10319616356580322,3.6474611552512265e-07
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,lowfreq_novel,GRN_total_degree,2419,0.11044872525866792,5.148688895735219e-08
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,lowfreq_novel,Omics_Mutation,2419,0.06603514703362767,0.0011552798840766226
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,lowfreq_novel,Omics_Expression,2419,-0.001063092591038267,0.9583219840795432
bandit_discovery_heavy,48.0,discovery_heavy,BanditRolloutScore,lowfreq_novel,Omics_Methylation,2419,-0.05737241731943924,0.004763103968464207
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,all_9039,MutationFrequency,9039,0.21295810962486889,3.297252882925034e-93
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,all_9039,PPI_Degree,9039,0.0764513167757629,3.3841870959608356e-13
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,all_9039,GRN_in_degree,9039,0.07314419447811651,3.3440225043695428e-12
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,all_9039,GRN_out_degree,9039,0.10135417330817453,4.473387046054982e-22
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,all_9039,GRN_total_degree,9039,0.0822424930204784,4.829209096023661e-15
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,all_9039,Omics_Mutation,8957,0.2128004618810797,3.0448537869969176e-92
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,all_9039,Omics_Expression,8957,0.02913432728102574,0.005824257103333674
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,all_9039,Omics_Methylation,8957,-0.03068498901722066,0.003680167997646136
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,lowfreq_novel,MutationFrequency,2419,0.0681576010232511,0.000795412445535577
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,lowfreq_novel,PPI_Degree,2419,0.28809438698287604,1.8751341216350343e-47
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,lowfreq_novel,GRN_in_degree,2419,0.10489775139180349,2.3306286292976573e-07
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,lowfreq_novel,GRN_out_degree,2419,0.10248961770249589,4.383952278717865e-07
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,lowfreq_novel,GRN_total_degree,2419,0.11239169540577022,2.981673863093643e-08
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,lowfreq_novel,Omics_Mutation,2419,0.0681576010232511,0.000795412445535577
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,lowfreq_novel,Omics_Expression,2419,-0.0010178130746371149,0.9600956321855375
bandit_discovery_heavy,48.0,discovery_heavy,BanditRankScore,lowfreq_novel,Omics_Methylation,2419,-0.05698687087385771,0.005053024962435043
