Gene,CPTACProteinPairs,CPTACProteinMedianDelta,CPTACProteinP,CPTACProteinQ,CPTACMutationCount,CPTACRecurrence,CPTACProteinSupport,DepMapCCRCCN,DepMapCCRCCMedian,DepMapNonKidneyN,DepMapNonKidneyMedian,DepMapSelectivityDelta,DepMapCCRCCDependency,DepMapCCRCCSelective,Holdout_Category,Evidence_Level,Evidence_Type_Count,FrozenLiteratureHoldout,IndependentEvidenceClassCount,IndependentAnyHit,IndependentStrongHit,LowFrequencyNovel,PostHocNonMutationAnyHit,PostHocNonMutationStrongHit
PTPRT,,,,,,False,False,16.0,-0.0623288912179443,1144.0,-0.0121880440387797,0.0501408471791646,False,False,,,,False,0,False,False,True,False,False
ROBO2,,,,,,False,False,16.0,-0.0510257633421531,1144.0,-0.0423683478827236,0.0086574154594295,False,False,,,,False,0,False,False,True,False,False
ROBO1,64.0,0.2341312175832985,0.00016210490719,0.0002556235071737,1.0,False,False,16.0,-0.0412362887320528,1144.0,0.0174598338326697,0.0586961225647226,False,False,,,,False,0,False,False,True,False,False
SLIT2,80.0,-1.2330861135054505,8.466682565197592e-15,1.3354214595445762e-13,1.0,False,True,16.0,0.1043578167440277,1144.0,0.1167472551495679,0.0123894384055401,False,False,,,,False,1,True,False,True,True,False
CSTF3,80.0,0.0287875384895492,0.1627989578504186,0.1864686591228832,0.0,False,False,16.0,-1.2907955153602662,1144.0,-1.1608185284988295,0.1299769868614366,True,False,,,,False,0,False,False,True,False,False
DMPK,43.0,-0.061882714996301,0.2939205191969449,0.3253056408882789,1.0,False,False,16.0,-0.0507051508690367,1144.0,-0.0607312920877127,-0.0100261412186759,False,False,,,,False,0,False,False,True,False,False
PCSK2,,,,,,False,False,16.0,0.1034911586899679,1144.0,0.0933960421688803,-0.0100951165210876,False,False,,,,False,0,False,False,True,False,False
ST14,80.0,-0.7146503013417984,2.0783101107976937e-11,6.764929185862979e-11,0.0,False,False,16.0,0.0101555617686538,1144.0,0.0695001367838578,0.059344575015204,False,False,,,,False,0,False,False,True,False,False
MUC6,,,,,4.0,True,False,16.0,-0.080441494392053,1144.0,-0.0287244508577162,0.0517170435343367,False,False,,,,False,1,True,False,True,False,False
PRICKLE1,,,,,2.0,True,False,16.0,0.0151719860858578,1144.0,-0.012821124307075,-0.0279931103929328,False,False,,,,False,1,True,False,True,False,False
INADL,,,,,,False,False,,,,,,False,False,,,,False,0,False,False,True,False,False
ZFAND2B,80.0,-0.1798513759994993,2.051089423109458e-06,3.855125057333461e-06,0.0,False,False,16.0,0.0938227513441737,1144.0,0.0873615593128975,-0.0064611920312761,False,False,,,,False,0,False,False,True,False,False
SART3,80.0,0.1891876837248993,2.0453438812785727e-12,7.807495460794552e-12,1.0,False,False,16.0,-1.8630116290233505,1144.0,-1.8206698882471628,0.0423417407761876,True,False,,,,False,0,False,False,True,False,False
TRA2B,80.0,0.0607106063791,0.0270297163810365,0.034185880437383,1.0,False,False,16.0,-0.521862275901942,1144.0,-0.4581996218324082,0.0636626540695338,True,False,,,,False,0,False,False,True,False,False
NKTR,80.0,0.0584225866235001,0.0348268113165601,0.0435143616977698,1.0,False,False,16.0,-0.0566388507036388,1144.0,-0.0583205399572314,-0.0016816892535926,False,False,,,,False,0,False,False,True,False,False
HJURP,12.0,,,,0.0,False,False,16.0,-0.7668714098290691,1144.0,-0.9598938174005864,-0.1930224075715173,True,False,,,,False,0,False,False,True,False,False
KIF22,23.0,0.332291768779001,0.0001065731048583,0.0001710953181446,2.0,True,False,16.0,-0.2969253513303224,1144.0,-0.286463398770637,0.0104619525596854,False,False,,,,False,1,True,False,True,False,False
RAN,80.0,0.33876126186885,7.849526548031477e-15,1.3354214595445762e-13,0.0,False,False,16.0,-3.827851250415101,1144.0,-3.917473447040246,-0.0896221966251449,True,False,,,,False,0,False,False,True,False,False
SEMA4A,69.0,0.3498836912269993,1.7489900515176272e-08,4.035037974256751e-08,0.0,False,False,16.0,-0.0707359597814576,1144.0,-0.1063489879462405,-0.0356130281647829,False,False,,,,False,0,False,False,True,False,False
LINGO1,,,,,,False,False,16.0,-0.0346785175523905,1144.0,-0.0771459002915063,-0.0424673827391158,False,False,,,,False,0,False,False,True,False,False
ACIN1,80.0,-0.010262427758052,0.5845321250207427,0.6150690015038567,1.0,False,False,16.0,-0.6072825576151122,1144.0,-0.6693319942780327,-0.0620494366629205,True,False,,,,False,0,False,False,True,False,False
PBXIP1,80.0,0.2437424477003009,1.8581209210792994e-09,4.7669949556144626e-09,0.0,False,False,16.0,-0.1288345885808379,1144.0,-0.0901565471976781,0.0386780413831597,False,False,,,,False,0,False,False,True,False,False
DPPA2,,,,,1.0,False,False,16.0,-0.1065919495835667,1144.0,-0.1193454352812294,-0.0127534856976627,False,False,,,,False,0,False,False,True,False,False
GFI1B,,,,,,False,False,16.0,-0.0162934099634453,1144.0,-0.0573530170816903,-0.0410596071182449,False,False,,,,False,0,False,False,True,False,False
NINL,37.0,-0.7704468823332,2.775777829810977e-07,5.661191408734776e-07,2.0,True,False,16.0,0.0708484095231794,1144.0,0.0687187373967304,-0.002129672126449,False,False,,,,False,1,True,False,True,False,False
HUWE1,80.0,-0.0332095891496013,0.0581542399656317,0.0706407363141121,0.0,False,False,16.0,-0.9417653217375276,1144.0,-0.8355816647391635,0.1061836569983639,True,False,,,,False,0,False,False,True,False,False
TOM1L2,80.0,-0.5562298774167012,8.792926151362765e-15,1.3354214595445762e-13,0.0,False,False,16.0,0.0204742155814692,1144.0,0.0090597664428185,-0.0114144491386506,False,False,,,,False,0,False,False,True,False,False
UBE2D1,28.0,0.0878579315517988,0.4651762098073959,0.4991877709627827,0.0,False,False,16.0,-0.0083208853191243,1144.0,0.01898286532412,0.0273037506432443,False,False,,,,False,0,False,False,True,False,False
USP5,80.0,0.2388277112384997,1.5653249072235065e-13,7.778692452344285e-13,0.0,False,False,16.0,-1.3761363583627793,1144.0,-1.3601646697965477,0.0159716885662315,True,False,,,,False,0,False,False,True,False,False
SPRTN,,,,,,False,False,16.0,-0.76298733757975,1144.0,-0.7690922422234338,-0.0061049046436837,True,False,,,,False,0,False,False,True,False,False
HERC2,80.0,-0.2070199395349998,1.47595978594564e-10,4.310257883892665e-10,2.0,True,False,16.0,-0.0592141657886988,1144.0,-0.1016916815508915,-0.0424775157621927,False,False,,,,False,1,True,False,True,False,False
KPNA1,80.0,0.0321773074250497,0.0481468130307416,0.0592062996351185,0.0,False,False,16.0,0.0830069412769697,1144.0,0.030859978957957,-0.0521469623190126,False,False,,,,False,0,False,False,True,False,False
MPDZ,80.0,-0.64438706001315,1.1888865559607516e-14,1.339856277352593e-13,1.0,False,False,16.0,0.1141937212711396,1144.0,0.0841752059057537,-0.0300185153653859,False,False,,,,False,0,False,False,True,False,False
TJP1,80.0,-0.5858861439225507,7.849526548031477e-15,1.3354214595445762e-13,0.0,False,False,16.0,-0.2238407419232264,1144.0,-0.1648496367332506,0.0589911051899757,False,False,,,,False,0,False,False,True,False,False
MSTN,,,,,,False,False,16.0,-0.0343109582277924,1144.0,-0.0089261865049845,0.0253847717228079,False,False,,,,False,0,False,False,True,False,False
WFIKKN2,,,,,,False,False,16.0,-0.1321126690638441,1144.0,-0.0715203126550013,0.0605923564088427,False,False,,,,False,0,False,False,True,False,False
MICAL1,80.0,0.4243108224415994,9.392072654327989e-12,3.2040223829779555e-11,0.0,False,False,16.0,0.0150805762449555,1144.0,0.0084883404785391,-0.0065922357664164,False,False,,,,False,0,False,False,True,False,False
TNS1,80.0,-0.0486861242140506,0.0162638608650261,0.02112479526946,0.0,False,False,16.0,0.0423959637620117,1144.0,0.058704258720076,0.0163082949580642,False,False,,,,False,0,False,False,True,False,False
RPH3AL,15.0,,,,0.0,False,False,16.0,0.1303577580841143,1144.0,0.1005035743698761,-0.0298541837142382,False,False,,,,False,0,False,False,True,False,False
RPH3A,,,,,,False,False,16.0,0.0935344598752057,1144.0,0.0922394688904379,-0.0012949909847677,False,False,,,,False,0,False,False,True,False,False
SYTL5,35.0,0.2730024765180019,0.0010270801139995,0.0014993495544104,0.0,False,False,16.0,0.181334168211643,1144.0,0.1667157680450973,-0.0146184001665456,False,False,,,,False,0,False,False,True,False,False
DDX24,80.0,0.320462045523799,2.331332601627741e-14,1.878293500318521e-13,1.0,False,False,16.0,-0.9806115111984044,1144.0,-0.922986374449878,0.0576251367485265,True,False,,,,False,0,False,False,True,False,False
AHNAK,80.0,0.5921918850389503,1.3549791851241818e-13,6.90869099776064e-13,2.0,True,False,16.0,-0.2163996811846527,1144.0,-0.1925426439610798,0.0238570372235729,False,False,,,,False,1,True,False,True,False,False
IGF2R,80.0,-0.0499124525692007,0.7552239380786192,0.7788075468929841,0.0,False,False,16.0,0.0570251743006323,1144.0,0.0812183167075889,0.0241931424069566,False,False,,,,False,0,False,False,True,False,False
SERPINA3,80.0,0.2200235962194483,0.0015736173750664,0.0022576778707697,0.0,False,False,16.0,0.0456074530029292,1144.0,0.0194856309620008,-0.0261218220409283,False,False,,,,False,0,False,False,True,False,False
RYR2,,,,,5.0,True,False,16.0,0.0326991917918812,1144.0,0.0133947243260456,-0.0193044674658356,False,False,,,,False,1,True,False,True,False,False
RYR3,,,,,2.0,True,False,16.0,0.003900509000822,1144.0,0.0360883030826926,0.0321877940818706,False,False,,,,False,1,True,False,True,False,False
CACNA1C,,,,,1.0,False,False,16.0,-0.0148477783505615,1144.0,-0.0128046623264067,0.0020431160241547,False,False,,,,False,0,False,False,True,False,False
LRP2,80.0,-1.1509247809502003,2.408113609389118e-13,1.1379438686630777e-12,3.0,True,True,16.0,-0.1541086685272698,1144.0,-0.1237482465607474,0.0303604219665223,False,False,,,,False,2,True,True,True,True,False
CUBN,80.0,-1.174541850055448,1.4048026886408476e-13,7.13072320954425e-13,7.0,True,True,16.0,-0.0037457898220871,1144.0,0.0140977030671639,0.0178434928892511,False,False,,,,False,2,True,True,True,True,False
RPE65,,,,,,False,False,16.0,-0.2384909147710145,1144.0,-0.2495386010572434,-0.0110476862862289,False,False,,,,False,0,False,False,True,False,False
LRP8,4.0,,,,0.0,False,False,16.0,-0.1136871247432048,1144.0,-0.1156393514472882,-0.0019522267040833,False,False,,,,False,0,False,False,True,False,False
VLDLR,80.0,0.4023136504759499,4.94675244970505e-10,1.359997769328397e-09,1.0,False,False,16.0,0.1498250099081863,1144.0,0.0999294984675878,-0.0498955114405984,False,False,,,,False,0,False,False,True,False,False
KNG1,80.0,-0.0352255358888005,0.6078095168001881,0.6375545808725888,1.0,False,False,16.0,-0.049366445113787,1144.0,-0.0272825844783462,0.0220838606354408,False,False,,,,False,0,False,False,True,False,False
AMOT,75.0,-0.1798076108958994,0.0130697990223186,0.0171843653811967,0.0,False,False,16.0,0.0382072346063006,1144.0,0.082507630624698,0.0443003960183973,False,False,,,,False,0,False,False,True,False,False
LAMA3,80.0,0.3172534753240512,0.0005636458278995,0.0008447251457702,1.0,False,False,16.0,-0.111613851021571,1144.0,-0.050529810387258,0.061084040634313,False,False,,,,False,0,False,False,True,False,False
SERPINI1,80.0,-0.2989418817659501,5.121275103050174e-07,1.0185168972452726e-06,0.0,False,False,16.0,0.066686119149459,1144.0,0.0951655317347685,0.0284794125853094,False,False,,,,False,0,False,False,True,False,False
SERPINB13,,,,,,False,False,16.0,0.0613990120327099,1144.0,0.0581876708671333,-0.0032113411655766,False,False,,,,False,0,False,False,True,False,False
APOH,80.0,-0.4896258410783503,9.138851254151789e-08,1.953657324937228e-07,1.0,False,False,16.0,-0.097301812684526,1144.0,-0.0785619187735484,0.0187398939109775,False,False,,,,False,0,False,False,True,False,False
SERPINA1,80.0,0.195480933136201,0.0069274958013383,0.0093463601310218,0.0,False,False,16.0,-0.0109348054032211,1144.0,-0.0096914970352936,0.0012433083679274,False,False,,,,False,0,False,False,True,False,False
DERL2,80.0,-0.0965524434317988,0.1599284777623015,0.1834768236093461,0.0,False,False,16.0,-0.4313506693958991,1144.0,-0.2368293481968293,0.1945213211990697,False,False,,,,False,0,False,False,True,False,False
MMP8,58.0,0.2473411444370015,0.0109791631829242,0.0145229731902677,0.0,False,False,16.0,-0.1004236826976589,1144.0,-0.071532969200735,0.0288907134969239,False,False,,,,False,0,False,False,True,False,False
SORCS3,27.0,0.5459373802409004,4.917383193969727e-07,9.81748208848789e-07,1.0,False,False,16.0,0.0252406319891306,1144.0,-0.0264165740084607,-0.0516572059975914,False,False,,,,False,0,False,False,True,False,False
COL5A1,80.0,0.2047943655614492,0.0227124956790361,0.0290098887917529,4.0,True,False,16.0,-0.1322227662807794,1144.0,-0.1222002974549826,0.0100224688257967,False,False,,,,False,1,True,False,True,False,False
BMP2K,80.0,0.3752216167016993,2.0867799595987155e-13,1.0027842783858465e-12,1.0,False,False,16.0,-0.0537726544742747,1144.0,-0.0740748653902623,-0.0203022109159876,False,False,,,,False,0,False,False,True,False,False
TIE1,24.0,0.533921408139701,0.0004298686981201,0.000651629091359,0.0,False,False,16.0,-0.1629800053628946,1144.0,-0.1471190705924639,0.0158609347704307,False,False,,,,False,0,False,False,True,False,False
PIK3CD,80.0,0.7113615396836508,9.131533880268768e-15,1.3354214595445762e-13,1.0,False,False,16.0,-0.0935934239929891,1144.0,-0.1419500373752867,-0.0483566133822976,False,False,,,,False,0,False,False,True,False,False
CPAMD8,,,,,2.0,True,False,16.0,-0.2712972188114237,1144.0,-0.3275889239253741,-0.0562917051139503,False,False,,,,False,1,True,False,True,False,False
IL16,80.0,0.7582313257092483,6.549601179804725e-14,3.7539591020475117e-13,0.0,False,False,16.0,0.1537521322050955,1144.0,0.162741737175783,0.0089896049706875,False,False,,,,False,0,False,False,True,False,False
KCNJ15,80.0,-1.0755646956218,2.913292114694836e-14,2.113346004018732e-13,0.0,False,True,16.0,0.1676450969687511,1144.0,0.1762072357569042,0.0085621387881531,False,False,,,,False,1,True,False,True,True,False
PODXL,80.0,-0.9312980899777514,5.06739580372945e-14,3.0982570683727965e-13,1.0,False,False,16.0,-0.1137516959836598,1144.0,-0.0834553938868236,0.0302963020968362,False,False,,,,False,0,False,False,True,False,False
PI4KA,80.0,-0.3927128682578011,1.1026754326146028e-14,1.3354214595445762e-13,0.0,False,False,16.0,-0.6578845985205942,1144.0,-0.6151193389422511,0.042765259578343,True,False,,,,False,0,False,False,True,False,False
MADD,80.0,0.0904752186369499,1.5780946161260916e-06,3.0089215910024168e-06,0.0,False,False,16.0,0.0812099283106244,1144.0,0.0118330128251676,-0.0693769154854568,False,False,,,,False,0,False,False,True,False,False
TFRC,80.0,0.558803197918051,3.914688192302071e-12,1.4253480084792155e-11,0.0,False,False,16.0,-0.7768326571526835,1144.0,-0.7816579436447562,-0.0048252864920727,True,False,,,,False,0,False,False,True,False,False
SEMA4D,80.0,-0.7278410864819485,8.152358880315246e-15,1.3354214595445762e-13,0.0,False,False,16.0,-0.0321539314801317,1144.0,-0.0128652960772317,0.0192886354029,False,False,,,,False,0,False,False,True,False,False
CD6,18.0,,,,0.0,False,False,16.0,0.0242361609031458,1144.0,0.0443543700039207,0.0201182091007749,False,False,,,,False,0,False,False,True,False,False
ACOX3,80.0,-0.682368260017947,1.5971817041783497e-11,5.2805541791228326e-11,0.0,False,False,16.0,0.0998544080002788,1144.0,0.0664837483005603,-0.0333706596997185,False,False,,,,False,0,False,False,True,False,False
ASH2L,80.0,0.0995921365943992,5.957386824592318e-05,9.785412713616068e-05,1.0,False,False,16.0,-0.276919107303997,1144.0,-0.2547105040977936,0.0222086032062034,False,False,,,,False,0,False,False,True,False,False
SOX5,,,,,,False,False,16.0,-0.0575273604824724,1144.0,-0.0586668209578515,-0.001139460475379,False,False,,,,False,0,False,False,True,False,False
AKR1B1,80.0,0.6523903023542008,2.7077099545337788e-05,4.578681911804663e-05,0.0,False,False,16.0,0.1957316487582563,1144.0,0.1418921950903376,-0.0538394536679186,False,False,,,,False,0,False,False,True,False,False
ANKRD27,80.0,-0.0218519820861473,0.7011986070889926,0.7281184804872903,0.0,False,False,16.0,-0.0989808963227472,1144.0,-0.1050813527976681,-0.0061004564749208,False,False,,,,False,0,False,False,True,False,False
ZNF510,,,,,,False,False,16.0,0.0456776479886927,1144.0,0.0731594214919759,0.0274817735032832,False,False,,,,False,0,False,False,True,False,False
BTG2,,,,,,False,False,16.0,0.0266983413071213,1144.0,0.0314463896325296,0.0047480483254083,False,False,,,,False,0,False,False,True,False,False
DIP2A,80.0,0.0664092377357494,0.0002479545148059,0.0003837552163753,0.0,False,False,16.0,-0.0217414919252139,1144.0,-0.0028241473583243,0.0189173445668896,False,False,,,,False,0,False,False,True,False,False
AP2B1,80.0,-0.3224935245530513,9.482966249828276e-15,1.3354214595445762e-13,0.0,False,False,16.0,-0.1630183808727323,1144.0,-0.14274408342141,0.0202742974513223,False,False,,,,False,0,False,False,True,False,False
SNAP91,,,,,2.0,True,False,16.0,-0.0511230285625224,1144.0,-0.0234620292513016,0.0276609993112208,False,False,,,,False,1,True,False,True,False,False
ACVR2A,,,,,,False,False,16.0,-0.0361992606792141,1144.0,-0.0392414449585735,-0.0030421842793594,False,False,,,,False,0,False,False,True,False,False
TRIM62,,,,,,False,False,16.0,-0.0364295997174282,1144.0,-0.0633282020259262,-0.0268986023084979,False,False,,,,False,0,False,False,True,False,False
UBR5,80.0,0.1234977972886977,1.7001461504743723e-09,4.383490755648859e-09,0.0,False,False,16.0,-0.290427853865398,1144.0,-0.4301866135316333,-0.1397587596662352,False,False,,,,False,0,False,False,True,False,False
GATAD2B,80.0,-0.0330709591844495,0.1716435330458695,0.196322043435469,0.0,False,False,16.0,-0.1754795039657115,1144.0,-0.1682496916498792,0.0072298123158323,False,False,,,,False,0,False,False,True,False,False
PAPOLA,80.0,0.1359402530020492,2.0039949564432613e-08,4.5879449224497074e-08,1.0,False,False,16.0,-0.2825441509404507,1144.0,-0.1660719041867446,0.1164722467537061,False,False,,,,False,0,False,False,True,False,False
CUL5,80.0,-0.0345022664727512,0.1081078578384771,0.126844171146984,1.0,False,False,16.0,0.2003562017586913,1144.0,0.1656897794544832,-0.034666422304208,False,False,,,,False,0,False,False,True,False,False
ZNF107,,,,,,False,False,16.0,0.1292417053451299,1144.0,0.119418979622364,-0.0098227257227659,False,False,,,,False,0,False,False,True,False,False
ASH1L,11.0,,,,1.0,False,False,16.0,-0.1626782788262383,1144.0,-0.1732096347444502,-0.0105313559182119,False,False,,,,False,0,False,False,True,False,False
TTC17,69.0,0.1792320338958006,0.000361861557287,0.0005523111793317,0.0,False,False,16.0,0.0130897451478128,1144.0,0.0177199912678905,0.0046302461200776,False,False,,,,False,0,False,False,True,False,False
ACVR1B,36.0,-0.44578184390455,0.0008157367119565,0.0012031639895905,0.0,False,False,16.0,-0.0411000296136305,1144.0,-0.1087559621130656,-0.067655932499435,False,False,,,,False,0,False,False,True,False,False
SNX1,80.0,-0.2276892644659494,2.2417979132012562e-13,1.070934579224822e-12,1.0,False,False,16.0,-0.0274305866658048,1144.0,-0.0989697640036096,-0.0715391773378047,False,False,,,,False,0,False,False,True,False,False
TOPBP1,60.0,0.3561362799250993,1.6482134056690814e-09,4.259243530597942e-09,0.0,False,False,16.0,-1.416083624295316,1144.0,-1.3912167576763657,0.0248668666189502,True,False,,,,False,0,False,False,True,False,False
INCENP,20.0,0.2355916712755998,0.004220962524414,0.0058191910530756,0.0,False,False,16.0,-1.0898498173139517,1144.0,-1.0828485264980336,0.007001290815918,True,False,,,,False,0,False,False,True,False,False
NSUN2,80.0,0.3358067845361479,4.708246607730914e-14,2.932329027621885e-13,0.0,False,False,16.0,0.0269050956004167,1144.0,0.0447397607629616,0.0178346651625449,False,False,,,,False,0,False,False,True,False,False
CDC16,80.0,0.082604411210049,9.383886572461401e-08,2.0045308661745295e-07,0.0,False,False,16.0,-2.4094263617260623,1144.0,-2.27134434518719,0.1380820165388723,True,False,,,,False,0,False,False,True,False,False
ANAPC1,80.0,0.1705296137832999,5.868378400653242e-14,3.446989587974189e-13,0.0,False,False,16.0,-1.772271095219058,1144.0,-1.584842939570561,0.1874281556484969,True,False,,,,False,0,False,False,True,False,False
PPM1B,80.0,-0.2647836913464498,3.783963798629343e-12,1.3848527304262026e-11,0.0,False,False,16.0,0.0605993906333755,1144.0,0.0656519865814937,0.0050525959481182,False,False,,,,False,0,False,False,True,False,False
NLRP4,16.0,,,,0.0,False,False,16.0,-0.0029296686747424,1144.0,0.0238000800204744,0.0267297486952168,False,False,,,,False,0,False,False,True,False,False
C17ORF70,,,,,,False,False,,,,,,False,False,,,,False,0,False,False,True,False,False
GPR17,,,,,1.0,False,False,16.0,-0.1229665020413529,1144.0,-0.0982406073937543,0.0247258946475985,False,False,,,,False,0,False,False,True,False,False
NEK9,80.0,0.1239968615060505,0.0013784607748309,0.0019892421750608,0.0,False,False,16.0,-0.0490144529601525,1144.0,-0.0638603268183691,-0.0148458738582166,False,False,,,,False,0,False,False,True,False,False
OXSR1,80.0,-0.0945175077939506,1.7653169284771e-05,3.0477204114741425e-05,0.0,False,False,16.0,-0.0288646372168902,1144.0,-0.0512808500513237,-0.0224162128344335,False,False,,,,False,0,False,False,True,False,False
SLC12A2,80.0,-0.3683841182193479,1.212287399524139e-08,2.852440940056797e-08,1.0,False,False,16.0,0.1310717140963096,1144.0,0.0386178408302878,-0.0924538732660217,False,False,,,,False,0,False,False,True,False,False
SLC12A6,80.0,-0.8458197656290007,1.5461621777490535e-14,1.4612647536796382e-13,1.0,False,False,16.0,-0.1003163304735636,1144.0,-0.0867204419613021,0.0135958885122614,False,False,,,,False,0,False,False,True,False,False
CLK1,16.0,,,,0.0,False,False,16.0,-0.1124243784869042,1144.0,-0.1369318627032416,-0.0245074842163373,False,False,,,,False,0,False,False,True,False,False
RAB11FIP3,80.0,-1.1115667652414505,8.769477004029638e-14,4.807975809159107e-13,0.0,False,True,16.0,-0.000483680889004,1144.0,-0.0168981937031501,-0.0164145128141461,False,False,,,,False,1,True,False,True,True,False
RAB11FIP2,80.0,-0.3367669096226997,1.62273611215713e-13,8.049904905722705e-13,0.0,False,False,16.0,0.0741256785213162,1144.0,0.0624900168388891,-0.0116356616824271,False,False,,,,False,0,False,False,True,False,False
MYO5B,80.0,-0.3967432857056501,1.5717077941954192e-10,4.582803013875761e-10,0.0,False,False,16.0,-0.0012593538240112,1144.0,0.0087405685255944,0.0099999223496057,False,False,,,,False,0,False,False,True,False,False
RAB11FIP5,80.0,-0.2723858874188494,1.6962233589488386e-08,3.9244597469773544e-08,0.0,False,False,16.0,0.0622688429987422,1144.0,0.0246961742064378,-0.0375726687923043,False,False,,,,False,0,False,False,True,False,False
RILP,80.0,-0.1372336846752002,0.0104306074416994,0.0138263361187521,0.0,False,False,16.0,-0.3029759886809733,1144.0,-0.3063747320899264,-0.003398743408953,False,False,,,,False,0,False,False,True,False,False
RABGAP1,80.0,-0.3555241882259015,1.6663671416354756e-14,1.524149011995089e-13,0.0,False,False,16.0,0.0758525687622816,1144.0,0.0694218504565504,-0.0064307183057311,False,False,,,,False,0,False,False,True,False,False
KIF20A,20.0,0.4993571444343008,0.001016616821289,0.001485180952912,1.0,False,False,16.0,-0.585333651623654,1144.0,-0.5610105992308494,0.0243230523928046,True,False,,,,False,0,False,False,True,False,False
RCC1,80.0,0.5876820459633993,1.7822198686134114e-12,6.8910883960001194e-12,1.0,False,False,16.0,-1.2869020098932529,1144.0,-1.548345009050507,-0.2614429991572546,True,False,,,,False,0,False,False,True,False,False
XPOT,80.0,0.5389387458292489,8.152358880315246e-15,1.3354214595445762e-13,1.0,False,False,16.0,-0.4448936427922743,1144.0,-0.5208322654388198,-0.0759386226465454,False,False,,,,False,0,False,False,True,False,False
IPO7,80.0,0.306461257246351,3.1373667909173994e-14,2.210948309232112e-13,0.0,False,False,16.0,-1.0782681597712305,1144.0,-1.0415628311078515,0.0367053286633787,True,False,,,,False,0,False,False,True,False,False
RAPGEF6,,,,,,False,False,16.0,-0.1373587636526906,1144.0,-0.0999553420136504,0.0374034216390402,False,False,,,,False,0,False,False,True,False,False
DIAPH2,80.0,0.7908139048858995,8.792926151362765e-15,1.3354214595445762e-13,1.0,False,False,16.0,-0.0344418690584284,1144.0,-0.0408263784112622,-0.0063845093528338,False,False,,,,False,0,False,False,True,False,False
DOCK10,80.0,0.8369064190001492,1.2344457759240486e-14,1.3432283538790414e-13,0.0,False,False,16.0,0.1367131436585547,1144.0,0.1244385639868632,-0.0122745796716914,False,False,,,,False,0,False,False,True,False,False
RHOB,80.0,0.3372269583856013,7.745519192334393e-05,0.0001260588796918,1.0,False,False,16.0,0.0202392585517018,1144.0,0.0645383073895964,0.0442990488378946,False,False,,,,False,0,False,False,True,False,False
SNTG1,,,,,,False,False,16.0,0.0421108953488983,1144.0,0.0607984214114572,0.0186875260625589,False,False,,,,False,0,False,False,True,False,False
DGKZ,80.0,0.3397841707511499,7.046339081038934e-14,3.990349549381968e-13,2.0,True,False,16.0,-0.0712597679661515,1144.0,-0.0899914146659153,-0.0187316466997638,False,False,,,,False,1,True,False,True,False,False
UBE2Q1,80.0,0.3037071752472506,1.8641050979925462e-14,1.6115855337287157e-13,1.0,False,False,16.0,-0.3427571011456165,1144.0,-0.2856091215037873,0.0571479796418291,False,False,,,,False,0,False,False,True,False,False
GUCY1A3,,,,,,False,False,,,,,,False,False,,,,False,0,False,False,True,False,False
VPS11,80.0,0.2329514222924018,6.793508319745993e-14,3.874209563871209e-13,0.0,False,False,,,,,,False,False,,,,False,0,False,False,True,False,False
WDR91,80.0,0.2653021034412006,1.7817593836434452e-10,5.142476269865229e-10,1.0,False,False,16.0,0.0251673846967767,1144.0,-0.0610066446625416,-0.0861740293593184,False,False,,,,False,0,False,False,True,False,False
GNAS,80.0,-0.0611610708926981,0.2213095904762183,0.2489678102406259,1.0,False,False,16.0,0.0413629870845955,1144.0,-0.0273378633264785,-0.068700850411074,False,False,,,,False,0,False,False,True,False,False
UBOX5,56.0,0.0855156029326007,0.0270656363146958,0.0342236897300695,0.0,False,False,16.0,0.0024019722748704,1144.0,0.0025200495292389,0.0001180772543684,False,False,,,,False,0,False,False,True,False,False
CNOT4,80.0,0.1586392933814515,6.494184556577781e-09,1.573005043981313e-08,1.0,False,False,16.0,0.0124343544393487,1144.0,-0.0366511554442281,-0.0490855098835768,False,False,,,,False,0,False,False,True,False,False
EXT1,12.0,,,,0.0,False,False,16.0,-0.228002116547898,1144.0,-0.2613626075491692,-0.0333604910012711,False,False,,,,False,0,False,False,True,False,False
VRK2,80.0,0.0867243193985505,0.0187642979198996,0.024223002769325,0.0,False,False,16.0,0.0949910513013743,1144.0,0.0871844519575993,-0.0078065993437749,False,False,,,,False,0,False,False,True,False,False
KRAS,80.0,-0.233134391524949,8.291324502391174e-10,2.212058392371154e-09,0.0,False,False,16.0,-0.2006174271018809,1144.0,-0.3772063050173501,-0.1765888779154691,False,False,,,,False,0,False,False,True,False,False
GBP1,80.0,1.133684370009501,8.152358880315246e-15,1.3354214595445762e-13,0.0,False,True,16.0,0.1433807771419834,1144.0,0.1058140128654742,-0.0375667642765091,False,False,,,,False,1,True,False,True,True,False
HERC5,53.0,0.0512334488730985,0.4597820115808821,0.4939591121201836,1.0,False,False,16.0,0.0052361967021481,1144.0,0.0279427398235128,0.0227065431213646,False,False,,,,False,0,False,False,True,False,False
CCNF,,,,,,False,False,16.0,0.041937052016233,1144.0,0.0212391431712999,-0.020697908844933,False,False,,,,False,0,False,False,True,False,False
TRIM8,16.0,,,,0.0,False,False,16.0,-0.1040156651083282,1144.0,-0.0839009553176062,0.020114709790722,False,False,,,,False,0,False,False,True,False,False
MUC4,,,,,2.0,True,False,16.0,0.1223469897999739,1144.0,0.0979446207214664,-0.0244023690785075,False,False,,,,False,1,True,False,True,False,False
