Method,Family,Profile,Scope,K,Evidence,RunN,SelectedNMean,HitRateMean,HitRateSD,FoldMean,FoldSD
PPI_degree,PPI_degree,static,candidate_pool,50,CPTACProteinSupport,1,50.0,0.02,,0.40316666666666673,
PPI_degree,PPI_degree,static,candidate_pool,50,CPTACRecurrence,1,50.0,0.1,,0.8341379310344829,
PPI_degree,PPI_degree,static,candidate_pool,50,DepMapCCRCCDependency,1,50.0,0.1,,0.7728434504792332,
PPI_degree,PPI_degree,static,candidate_pool,50,DepMapCCRCCSelective,1,50.0,0.02,,2.199090909090909,
PPI_degree,PPI_degree,static,candidate_pool,50,FrozenLiteratureHoldout,1,50.0,0.08,,24.19,
PPI_degree,PPI_degree,static,candidate_pool,50,IndependentAnyHit,1,50.0,0.2,,1.1383529411764706,
PPI_degree,PPI_degree,static,candidate_pool,50,IndependentStrongHit,1,50.0,0.02,,3.225333333333334,
PPI_degree,PPI_degree,static,candidate_pool,50,PostHocNonMutationAnyHit,1,50.0,0.12,,1.9352,
PPI_degree,PPI_degree,static,candidate_pool,50,PostHocNonMutationStrongHit,1,50.0,0.0,,,
PPI_degree,PPI_degree,static,candidate_pool,100,CPTACProteinSupport,1,100.0,0.02,,0.40316666666666673,
PPI_degree,PPI_degree,static,candidate_pool,100,CPTACRecurrence,1,100.0,0.12,,1.0009655172413794,
PPI_degree,PPI_degree,static,candidate_pool,100,DepMapCCRCCDependency,1,100.0,0.12,,0.9274121405750798,
PPI_degree,PPI_degree,static,candidate_pool,100,DepMapCCRCCSelective,1,100.0,0.01,,1.0995454545454546,
PPI_degree,PPI_degree,static,candidate_pool,100,FrozenLiteratureHoldout,1,100.0,0.05,,15.118750000000002,
PPI_degree,PPI_degree,static,candidate_pool,100,IndependentAnyHit,1,100.0,0.18,,1.0245176470588235,
PPI_degree,PPI_degree,static,candidate_pool,100,IndependentStrongHit,1,100.0,0.02,,3.225333333333334,
PPI_degree,PPI_degree,static,candidate_pool,100,PostHocNonMutationAnyHit,1,100.0,0.08,,1.2901333333333334,
PPI_degree,PPI_degree,static,candidate_pool,100,PostHocNonMutationStrongHit,1,100.0,0.0,,,
PPI_degree,PPI_degree,static,candidate_pool,150,CPTACProteinSupport,1,150.0,0.03333333333333333,,0.6719444444444445,
PPI_degree,PPI_degree,static,candidate_pool,150,CPTACRecurrence,1,150.0,0.11333333333333333,,0.9453563218390805,
PPI_degree,PPI_degree,static,candidate_pool,150,DepMapCCRCCDependency,1,150.0,0.16666666666666666,,1.2880724174653886,
PPI_degree,PPI_degree,static,candidate_pool,150,DepMapCCRCCSelective,1,150.0,0.02666666666666667,,2.9321212121212126,
PPI_degree,PPI_degree,static,candidate_pool,150,FrozenLiteratureHoldout,1,150.0,0.03333333333333333,,10.079166666666667,
PPI_degree,PPI_degree,static,candidate_pool,150,IndependentAnyHit,1,150.0,0.18666666666666668,,1.0624627450980393,
PPI_degree,PPI_degree,static,candidate_pool,150,IndependentStrongHit,1,150.0,0.02,,3.225333333333334,
PPI_degree,PPI_degree,static,candidate_pool,150,PostHocNonMutationAnyHit,1,150.0,0.09333333333333334,,1.5051555555555556,
PPI_degree,PPI_degree,static,candidate_pool,150,PostHocNonMutationStrongHit,1,150.0,0.0,,,
PPI_degree,PPI_degree,static,global_then_filter,50,CPTACProteinSupport,1,12.0,0.0,,0.0,
PPI_degree,PPI_degree,static,global_then_filter,50,CPTACRecurrence,1,12.0,0.08333333333333333,,0.6951149425287356,
PPI_degree,PPI_degree,static,global_then_filter,50,DepMapCCRCCDependency,1,12.0,0.08333333333333333,,0.6440362087326943,
PPI_degree,PPI_degree,static,global_then_filter,50,DepMapCCRCCSelective,1,12.0,0.0,,0.0,
PPI_degree,PPI_degree,static,global_then_filter,50,FrozenLiteratureHoldout,1,12.0,0.25,,75.59375,
PPI_degree,PPI_degree,static,global_then_filter,50,IndependentAnyHit,1,12.0,0.25,,1.4229411764705882,
PPI_degree,PPI_degree,static,global_then_filter,50,IndependentStrongHit,1,12.0,0.08333333333333333,,13.438888888888888,
PPI_degree,PPI_degree,static,global_then_filter,50,PostHocNonMutationAnyHit,1,12.0,0.25,,4.031666666666666,
PPI_degree,PPI_degree,static,global_then_filter,50,PostHocNonMutationStrongHit,1,12.0,0.0,,,
PPI_degree,PPI_degree,static,global_then_filter,100,CPTACProteinSupport,1,28.0,0.0,,0.0,
PPI_degree,PPI_degree,static,global_then_filter,100,CPTACRecurrence,1,28.0,0.07142857142857142,,0.5958128078817734,
PPI_degree,PPI_degree,static,global_then_filter,100,DepMapCCRCCDependency,1,28.0,0.14285714285714285,,1.1040620721131902,
PPI_degree,PPI_degree,static,global_then_filter,100,DepMapCCRCCSelective,1,28.0,0.03571428571428571,,3.926948051948052,
PPI_degree,PPI_degree,static,global_then_filter,100,FrozenLiteratureHoldout,1,28.0,0.14285714285714285,,43.19642857142857,
PPI_degree,PPI_degree,static,global_then_filter,100,IndependentAnyHit,1,28.0,0.21428571428571427,,1.2196638655462184,
PPI_degree,PPI_degree,static,global_then_filter,100,IndependentStrongHit,1,28.0,0.03571428571428571,,5.7595238095238095,
PPI_degree,PPI_degree,static,global_then_filter,100,PostHocNonMutationAnyHit,1,28.0,0.17857142857142858,,2.8797619047619047,
PPI_degree,PPI_degree,static,global_then_filter,100,PostHocNonMutationStrongHit,1,28.0,0.0,,,
PPI_degree,PPI_degree,static,global_then_filter,150,CPTACProteinSupport,1,42.0,0.023809523809523808,,0.4799603174603175,
PPI_degree,PPI_degree,static,global_then_filter,150,CPTACRecurrence,1,42.0,0.09523809523809523,,0.7944170771756979,
PPI_degree,PPI_degree,static,global_then_filter,150,DepMapCCRCCDependency,1,42.0,0.11904761904761904,,0.9200517267609918,
PPI_degree,PPI_degree,static,global_then_filter,150,DepMapCCRCCSelective,1,42.0,0.023809523809523808,,2.617965367965368,
PPI_degree,PPI_degree,static,global_then_filter,150,FrozenLiteratureHoldout,1,42.0,0.09523809523809523,,28.797619047619047,
PPI_degree,PPI_degree,static,global_then_filter,150,IndependentAnyHit,1,42.0,0.21428571428571427,,1.2196638655462184,
PPI_degree,PPI_degree,static,global_then_filter,150,IndependentStrongHit,1,42.0,0.023809523809523808,,3.83968253968254,
PPI_degree,PPI_degree,static,global_then_filter,150,PostHocNonMutationAnyHit,1,42.0,0.14285714285714285,,2.3038095238095235,
PPI_degree,PPI_degree,static,global_then_filter,150,PostHocNonMutationStrongHit,1,42.0,0.0,,,
bandit_compromise,bandit,compromise,candidate_pool,50,CPTACProteinSupport,3,50.0,0.04,0.02,0.8063333333333333,0.4031666666666666
bandit_compromise,bandit,compromise,candidate_pool,50,CPTACRecurrence,3,50.0,0.3666666666666667,0.04618802153517004,3.058505747126437,0.38527180721922855
bandit_compromise,bandit,compromise,candidate_pool,50,DepMapCCRCCDependency,3,50.0,0.12,0.020000000000000004,0.9274121405750799,0.15456869009584673
bandit_compromise,bandit,compromise,candidate_pool,50,DepMapCCRCCSelective,3,50.0,0.0,0.0,0.0,0.0
bandit_compromise,bandit,compromise,candidate_pool,50,FrozenLiteratureHoldout,3,50.0,0.02666666666666667,0.011547005383792514,8.063333333333334,3.4915257529242623
bandit_compromise,bandit,compromise,candidate_pool,50,IndependentAnyHit,3,50.0,0.3933333333333333,0.041633319989322654,2.2387607843137256,0.2369670613039329
bandit_compromise,bandit,compromise,candidate_pool,50,IndependentStrongHit,3,50.0,0.04,0.0,6.450666666666668,0.0
bandit_compromise,bandit,compromise,candidate_pool,50,PostHocNonMutationAnyHit,3,50.0,0.06666666666666667,0.011547005383792518,1.0751111111111111,0.1862147068226273
bandit_compromise,bandit,compromise,candidate_pool,50,PostHocNonMutationStrongHit,3,50.0,0.0,0.0,,
bandit_compromise,bandit,compromise,candidate_pool,100,CPTACProteinSupport,3,100.0,0.04,0.010000000000000002,0.8063333333333335,0.20158333333333342
bandit_compromise,bandit,compromise,candidate_pool,100,CPTACRecurrence,3,100.0,0.2933333333333333,0.06506407098647711,2.4468045977011497,0.5427240955734073
bandit_compromise,bandit,compromise,candidate_pool,100,DepMapCCRCCDependency,3,100.0,0.13,0.01732050807568878,1.0046964856230032,0.1338604122526875
bandit_compromise,bandit,compromise,candidate_pool,100,DepMapCCRCCSelective,3,100.0,0.0033333333333333335,0.005773502691896258,0.3665151515151515,0.6348228641680477
bandit_compromise,bandit,compromise,candidate_pool,100,FrozenLiteratureHoldout,3,100.0,0.016666666666666666,0.011547005383792516,5.039583333333333,3.4915257529242614
bandit_compromise,bandit,compromise,candidate_pool,100,IndependentAnyHit,3,100.0,0.33,0.07,1.8782823529411765,0.3984235294117648
bandit_compromise,bandit,compromise,candidate_pool,100,IndependentStrongHit,3,100.0,0.023333333333333334,0.005773502691896258,3.7628888888888894,0.9310735341131364
bandit_compromise,bandit,compromise,candidate_pool,100,PostHocNonMutationAnyHit,3,100.0,0.06,0.0,0.9676,0.0
bandit_compromise,bandit,compromise,candidate_pool,100,PostHocNonMutationStrongHit,3,100.0,0.0,0.0,,
bandit_compromise,bandit,compromise,candidate_pool,150,CPTACProteinSupport,3,150.0,0.051111111111111114,0.0038490017945975057,1.0303148148148151,0.07758946117609483
bandit_compromise,bandit,compromise,candidate_pool,150,CPTACRecurrence,3,150.0,0.2644444444444444,0.03671713698190733,2.205831417624521,0.3062715667559786
bandit_compromise,bandit,compromise,candidate_pool,150,DepMapCCRCCDependency,3,150.0,0.12888888888888891,0.025239592648001217,0.9961093361732339,0.19506253870771553
bandit_compromise,bandit,compromise,candidate_pool,150,DepMapCCRCCSelective,3,150.0,0.0044444444444444444,0.0038490017945975057,0.4886868686868688,0.4232152427786985
bandit_compromise,bandit,compromise,candidate_pool,150,FrozenLiteratureHoldout,3,150.0,0.011111111111111112,0.007698003589195011,3.3597222222222225,2.327683835282841
bandit_compromise,bandit,compromise,candidate_pool,150,IndependentAnyHit,3,150.0,0.3133333333333333,0.035276684147527874,1.783419607843137,0.20078658577145853
bandit_compromise,bandit,compromise,candidate_pool,150,IndependentStrongHit,3,150.0,0.017777777777777778,0.007698003589195011,2.8669629629629636,1.2414313788175158
bandit_compromise,bandit,compromise,candidate_pool,150,PostHocNonMutationAnyHit,3,150.0,0.06666666666666667,0.006666666666666668,1.0751111111111111,0.10751111111111111
bandit_compromise,bandit,compromise,candidate_pool,150,PostHocNonMutationStrongHit,3,150.0,0.0,0.0,,
bandit_compromise,bandit,compromise,global_then_filter,50,CPTACProteinSupport,3,31.333333333333332,0.05317693059628544,0.01836796001234493,1.0719582926034539,0.37026746058218657
bandit_compromise,bandit,compromise,global_then_filter,50,CPTACRecurrence,3,31.333333333333332,0.40348647768002605,0.07086468671518785,3.3656337569240797,0.5911092316001361
bandit_compromise,bandit,compromise,global_then_filter,50,DepMapCCRCCDependency,3,31.333333333333332,0.15917236884978822,0.027179253327823488,1.2301532276282352,0.2100530792332428
bandit_compromise,bandit,compromise,global_then_filter,50,DepMapCCRCCSelective,3,31.333333333333332,0.0,0.0,0.0,0.0
bandit_compromise,bandit,compromise,global_then_filter,50,FrozenLiteratureHoldout,3,31.333333333333332,0.04271749755620723,0.018938873640884018,12.916703323558162,5.726641917162304
bandit_compromise,bandit,compromise,global_then_filter,50,IndependentAnyHit,3,31.333333333333332,0.4354512870641903,0.07040195560353969,2.478486266843003,0.40071136612932357
bandit_compromise,bandit,compromise,global_then_filter,50,IndependentStrongHit,3,31.333333333333332,0.06392961876832844,0.003072577447800918,10.309716520039101,0.49550432308202824
bandit_compromise,bandit,compromise,global_then_filter,50,PostHocNonMutationAnyHit,3,31.333333333333332,0.09589442815249268,0.004608866171701381,1.546457478005865,0.07432564846230427
bandit_compromise,bandit,compromise,global_then_filter,50,PostHocNonMutationStrongHit,3,31.333333333333332,0.0,0.0,,
bandit_compromise,bandit,compromise,global_then_filter,100,CPTACProteinSupport,3,72.33333333333333,0.040649631324688525,0.025663478776655393,0.8194288181201798,0.5173329596727448
bandit_compromise,bandit,compromise,global_then_filter,100,CPTACRecurrence,3,72.33333333333333,0.3434930926349691,0.06634485858709527,2.8652061761516907,0.55340763076615
bandit_compromise,bandit,compromise,global_then_filter,100,DepMapCCRCCDependency,3,72.33333333333333,0.12944952962115433,0.013802070627281204,1.0004422113532663,0.10666839887346072
bandit_compromise,bandit,compromise,global_then_filter,100,DepMapCCRCCSelective,3,72.33333333333333,0.0,0.0,0.0,0.0
bandit_compromise,bandit,compromise,global_then_filter,100,FrozenLiteratureHoldout,3,72.33333333333333,0.0186774302907026,0.008934535578621753,5.6475879841511984,2.701580195585753
bandit_compromise,bandit,compromise,global_then_filter,100,IndependentAnyHit,3,72.33333333333333,0.37512712941774723,0.08533569268484432,2.1351353554388957,0.48571068377561977
bandit_compromise,bandit,compromise,global_then_filter,100,IndependentStrongHit,3,72.33333333333333,0.027693024832612934,0.00133687529064729,4.4659618046727125,0.21559342187171945
bandit_compromise,bandit,compromise,global_then_filter,100,PostHocNonMutationAnyHit,3,72.33333333333333,0.059327061615391134,0.018032819832025097,0.9567477469842077,0.29080927449112476
bandit_compromise,bandit,compromise,global_then_filter,100,PostHocNonMutationStrongHit,3,72.33333333333333,0.0,0.0,,
bandit_compromise,bandit,compromise,global_then_filter,150,CPTACProteinSupport,3,110.33333333333333,0.04518502174621727,0.007959283919504442,0.9108547300341631,0.16044589834401038
bandit_compromise,bandit,compromise,global_then_filter,150,CPTACRecurrence,3,110.33333333333333,0.2831570180251095,0.05227943726199877,2.361920091733586,0.43608261633370676
bandit_compromise,bandit,compromise,global_then_filter,150,DepMapCCRCCDependency,3,110.33333333333333,0.12988693557235884,0.021732615044929644,1.0038226745991568,0.16795909199260314
bandit_compromise,bandit,compromise,global_then_filter,150,DepMapCCRCCSelective,3,110.33333333333333,0.0029498525073746312,0.005109294417607308,0.32434969160632876,0.561790145281458
bandit_compromise,bandit,compromise,global_then_filter,150,FrozenLiteratureHoldout,3,110.33333333333333,0.015360005247716052,0.01120806781911369,4.644481586778141,3.389039506804502
bandit_compromise,bandit,compromise,global_then_filter,150,IndependentAnyHit,3,110.33333333333333,0.322221195207086,0.05997158952160164,1.8340072263669203,0.3413441765947162
bandit_compromise,bandit,compromise,global_then_filter,150,IndependentStrongHit,3,110.33333333333333,0.024430702319331473,0.011522865983455371,3.939857927364189,1.8582541875985699
bandit_compromise,bandit,compromise,global_then_filter,150,PostHocNonMutationAnyHit,3,110.33333333333333,0.06349487950130796,0.0022194747063804077,1.0239607567577595,0.035792728764894984
bandit_compromise,bandit,compromise,global_then_filter,150,PostHocNonMutationStrongHit,3,110.33333333333333,0.0,0.0,,
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,50,CPTACProteinSupport,3,50.0,0.03333333333333333,0.011547005383792516,0.6719444444444446,0.23276838352828413
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,50,CPTACRecurrence,3,50.0,0.21333333333333335,0.12858201014657272,1.7794942528735633,1.0725513191191702
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,50,DepMapCCRCCDependency,3,50.0,0.12666666666666668,0.011547005383792521,0.9789350372736955,0.08924027483512499
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,50,DepMapCCRCCSelective,3,50.0,0.0,0.0,0.0,0.0
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,50,FrozenLiteratureHoldout,3,50.0,0.03333333333333333,0.011547005383792516,10.079166666666667,3.491525752924262
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,50,IndependentAnyHit,3,50.0,0.25333333333333335,0.11372481406154653,1.4419137254901961,0.6472948828585438
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,50,IndependentStrongHit,3,50.0,0.02666666666666667,0.011547005383792516,4.300444444444445,1.8621470682262733
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,50,PostHocNonMutationAnyHit,3,50.0,0.06666666666666667,0.011547005383792518,1.0751111111111111,0.1862147068226273
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,50,PostHocNonMutationStrongHit,3,50.0,0.0,0.0,,
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,100,CPTACProteinSupport,3,100.0,0.043333333333333335,0.023094010767585035,0.8735277777777778,0.4655367670565683
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,100,CPTACRecurrence,3,100.0,0.20666666666666667,0.10598742063723096,1.7238850574712643,0.8840812776602128
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,100,DepMapCCRCCDependency,3,100.0,0.10666666666666667,0.005773502691896256,0.8243663471778486,0.044620137417562426
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,100,DepMapCCRCCSelective,3,100.0,0.006666666666666667,0.005773502691896258,0.733030303030303,0.6348228641680477
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,100,FrozenLiteratureHoldout,3,100.0,0.02666666666666667,0.005773502691896256,8.063333333333333,1.74576287646213
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,100,IndependentAnyHit,3,100.0,0.26666666666666666,0.08144527815247077,1.5178039215686274,0.46356735964900425
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,100,IndependentStrongHit,3,100.0,0.016666666666666666,0.011547005383792514,2.6877777777777783,1.8621470682262729
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,100,PostHocNonMutationAnyHit,3,100.0,0.07666666666666667,0.030550504633038926,1.2363777777777778,0.49267780471547457
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,100,PostHocNonMutationStrongHit,3,100.0,0.0,0.0,,
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,150,CPTACProteinSupport,3,150.0,0.05333333333333334,0.011547005383792516,1.0751111111111111,0.23276838352828408
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,150,CPTACRecurrence,3,150.0,0.18444444444444444,0.09576205078406774,1.538521072796935,0.7987875891264135
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,150,DepMapCCRCCDependency,3,150.0,0.11333333333333333,0.01154700538379251,0.8758892438764643,0.08924027483512487
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,150,DepMapCCRCCSelective,3,150.0,0.0044444444444444444,0.0038490017945975057,0.4886868686868688,0.4232152427786985
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,150,FrozenLiteratureHoldout,3,150.0,0.02,0.006666666666666667,6.0475,2.015833333333334
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,150,IndependentAnyHit,3,150.0,0.2511111111111111,0.08852704127574261,1.4292653594771239,0.503875089049462
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,150,IndependentStrongHit,3,150.0,0.011111111111111112,0.007698003589195011,1.7918518518518523,1.2414313788175155
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,150,PostHocNonMutationAnyHit,3,150.0,0.07777777777777778,0.016777409856157225,1.2542962962962962,0.2705636962802954
bandit_discovery_heavy,bandit,discovery_heavy,candidate_pool,150,PostHocNonMutationStrongHit,3,150.0,0.0,0.0,,
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,50,CPTACProteinSupport,3,29.0,0.011904761904761904,0.020619652471058063,0.23998015873015874,0.4156578277290788
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,50,CPTACRecurrence,3,29.0,0.22043010752688172,0.1517606631769954,1.838691138301817,1.2658932559487999
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,50,DepMapCCRCCDependency,3,29.0,0.10368663594470046,0.036212519920510854,0.8013353749208637,0.2798660884591557
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,50,DepMapCCRCCSelective,3,29.0,0.0,0.0,0.0,0.0
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,50,FrozenLiteratureHoldout,3,29.0,0.04646697388632872,0.021686340865584484,14.050451228878648,6.5574073192311095
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,50,IndependentAnyHit,3,29.0,0.25499231950844853,0.15244566536298737,1.4513562844492636,0.8676848576778033
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,50,IndependentStrongHit,3,29.0,0.023809523809523808,0.020619652471058063,3.83968253968254,3.32526262183263
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,50,PostHocNonMutationAnyHit,3,29.0,0.058371735791090625,0.02261510271019271,0.9413415258576547,0.36470622303970773
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,50,PostHocNonMutationStrongHit,3,29.0,0.0,0.0,,
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,100,CPTACProteinSupport,3,62.333333333333336,0.03139547020144035,0.01404984755213966,0.6328803534773684,0.2832215102385487
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,100,CPTACRecurrence,3,62.333333333333336,0.20207354834220506,0.12432201416672213,1.6855721153096346,1.0370170767906925
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,100,DepMapCCRCCDependency,3,62.333333333333336,0.1230977977246634,0.013800084214591673,0.9513532673992354,0.10665304701309025
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,100,DepMapCCRCCSelective,3,62.333333333333336,0.0,0.0,0.0,0.0
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,100,FrozenLiteratureHoldout,3,62.333333333333336,0.032327871133841286,0.003525117613210359,9.775140034095259,1.0659074382944822
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,100,IndependentAnyHit,3,62.333333333333336,0.23968270535434713,0.10843849685977497,1.364217562946272,0.6172064091854016
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,100,IndependentStrongHit,3,62.333333333333336,0.026114184323139545,0.016222113042555417,4.2113474585116375,2.61608609666277
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,100,PostHocNonMutationAnyHit,3,62.333333333333336,0.06372334133528164,0.011718402051225039,1.0276450846003085,0.18897876374608918
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,100,PostHocNonMutationStrongHit,3,62.333333333333336,0.0,0.0,,
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,150,CPTACProteinSupport,3,94.0,0.032227173233270796,0.00396106062439618,0.6496461004273505,0.07984838042011967
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,150,CPTACRecurrence,3,94.0,0.2007895559724828,0.1104744952391278,1.6748618479221928,0.921509668908449
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,150,DepMapCCRCCDependency,3,94.0,0.11036194496560352,0.01475627355050273,0.8529250634881625,0.11404289366985977
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,150,DepMapCCRCCSelective,3,94.0,0.0072701688555347095,0.006426918201709532,0.799388111888112,0.7066688695425163
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,150,FrozenLiteratureHoldout,3,94.0,0.024689910360642067,0.0040148067366061685,7.465611645299146,1.21397718698129
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,150,IndependentAnyHit,3,94.0,0.24782416093391704,0.09993125473270581,1.4105568124685772,0.5687851887021538
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,150,IndependentStrongHit,3,94.0,0.01715264748801334,0.010165839562509967,2.766150284900285,1.6394110601141074
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,150,PostHocNonMutationAnyHit,3,94.0,0.06418725244944758,0.010884505097957587,1.0351264245014244,0.17553078554639603
bandit_discovery_heavy,bandit,discovery_heavy,global_then_filter,150,PostHocNonMutationStrongHit,3,94.0,0.0,0.0,,
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,50,CPTACProteinSupport,3,50.0,0.04666666666666667,0.011547005383792512,0.9407222222222223,0.23276838352828405
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,50,CPTACRecurrence,3,50.0,0.38000000000000006,0.03999999999999998,3.1697241379310346,0.33365517241379283
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,50,DepMapCCRCCDependency,3,50.0,0.12666666666666668,0.011547005383792528,0.9789350372736955,0.08924027483512496
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,50,DepMapCCRCCSelective,3,50.0,0.0,0.0,0.0,0.0
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,50,FrozenLiteratureHoldout,3,50.0,0.02,0.0,6.0475,0.0
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,50,IndependentAnyHit,3,50.0,0.4066666666666667,0.04163331998932264,2.3146509803921567,0.2369670613039329
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,50,IndependentStrongHit,3,50.0,0.04,0.0,6.450666666666668,0.0
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,50,PostHocNonMutationAnyHit,3,50.0,0.06666666666666667,0.011547005383792518,1.0751111111111111,0.1862147068226273
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,50,PostHocNonMutationStrongHit,3,50.0,0.0,0.0,,
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,100,CPTACProteinSupport,3,100.0,0.056666666666666664,0.005773502691896254,1.1423055555555557,0.11638419176414204
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,100,CPTACRecurrence,3,100.0,0.3333333333333333,0.015275252316519447,2.7804597701149425,0.12741667363331236
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,100,DepMapCCRCCDependency,3,100.0,0.13,0.026457513110645904,1.0046964856230032,0.20447515723531132
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,100,DepMapCCRCCSelective,3,100.0,0.01,0.0,1.0995454545454546,0.0
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,100,FrozenLiteratureHoldout,3,100.0,0.013333333333333334,0.005773502691896257,4.031666666666667,1.7457628764621311
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,100,IndependentAnyHit,3,100.0,0.38999999999999996,0.019999999999999997,2.2197882352941174,0.11383529411764703
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,100,IndependentStrongHit,3,100.0,0.023333333333333334,0.005773502691896258,3.7628888888888894,0.9310735341131364
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,100,PostHocNonMutationAnyHit,3,100.0,0.08,0.009999999999999992,1.2901333333333334,0.16126666666666667
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,100,PostHocNonMutationStrongHit,3,100.0,0.0,0.0,,
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,150,CPTACProteinSupport,3,150.0,0.06222222222222223,0.007698003589195006,1.2542962962962962,0.15517892235218933
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,150,CPTACRecurrence,3,150.0,0.29555555555555557,0.003849001794597498,2.4653409961685826,0.03210598393493578
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,150,DepMapCCRCCDependency,3,150.0,0.13333333333333333,0.011547005383792512,1.030457933972311,0.0892402748351249
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,150,DepMapCCRCCSelective,3,150.0,0.008888888888888889,0.0038490017945975053,0.9773737373737376,0.4232152427786985
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,150,FrozenLiteratureHoldout,3,150.0,0.008888888888888889,0.0038490017945975053,2.6877777777777783,1.163841917641421
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,150,IndependentAnyHit,3,150.0,0.36000000000000004,0.01333333333333335,2.049035294117647,0.0758901960784315
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,150,IndependentStrongHit,3,150.0,0.015555555555555557,0.003849001794597504,2.5085925925925934,0.6207156894087577
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,150,PostHocNonMutationAnyHit,3,150.0,0.08,0.011547005383792518,1.2901333333333334,0.1862147068226273
