Profile,Preference,Seed,Rank,Gene,BanditRolloutScore,BanditRankScore
compromise,r0.50_d0.50,45,1,VHL,2.535551071166992,-1.0
compromise,r0.50_d0.50,45,2,PBRM1,1.2959835529327393,-2.0
compromise,r0.50_d0.50,45,3,MUC4,1.5487617254257202,-3.0
compromise,r0.50_d0.50,45,4,SETD2,0.9791578650474548,-4.0
compromise,r0.50_d0.50,45,5,BAP1,0.8032376766204834,-5.0
compromise,r0.50_d0.50,45,6,MTOR,0.7668771743774414,-6.0
compromise,r0.50_d0.50,45,7,GALNT11,0.6181851625442505,-7.0
compromise,r0.50_d0.50,45,8,TP53,0.6016228199005127,-8.0
compromise,r0.50_d0.50,45,9,DST,0.2451595515012741,-9.0
compromise,r0.50_d0.50,45,10,ATM,0.2230894714593887,-10.0
compromise,r0.50_d0.50,45,11,PABPC1,0.1973883211612701,-11.0
compromise,r0.50_d0.50,45,12,PIK3CA,0.1963318288326263,-12.0
compromise,r0.50_d0.50,45,13,SMARCA4,0.1880975216627121,-13.0
compromise,r0.50_d0.50,45,14,SPEN,0.1845621466636657,-14.0
compromise,r0.50_d0.50,45,15,EGFR,0.1747816205024719,-15.0
compromise,r0.50_d0.50,45,16,MLL2,0.1166678592562675,-16.0
compromise,r0.50_d0.50,45,17,PCLO,0.0891684591770172,-17.0
compromise,r0.50_d0.50,45,18,USH2A,0.0862166881561279,-18.0
compromise,r0.50_d0.50,45,19,BRCA1,0.0861319825053215,-19.0
compromise,r0.50_d0.50,45,20,SVIL,0.0690973550081253,-20.0
compromise,r0.50_d0.50,45,21,SOS1,0.0650666654109954,-21.0
compromise,r0.50_d0.50,45,22,JAK2,0.0469370409846305,-22.0
compromise,r0.50_d0.50,45,23,BRCA2,0.0426801592111587,-23.0
compromise,r0.50_d0.50,45,24,PTEN,0.0414417497813701,-24.0
compromise,r0.50_d0.50,45,25,KCNJ12,0.0410855934023857,-25.0
compromise,r0.50_d0.50,45,26,BIRC6,0.0394595675170421,-26.0
compromise,r0.50_d0.50,45,27,NRIP1,0.0370178334414958,-27.0
compromise,r0.50_d0.50,45,28,LRP1B,0.0339367687702178,-28.0
compromise,r0.50_d0.50,45,29,LRP1,0.0341888479888439,-29.0
compromise,r0.50_d0.50,45,30,LRP2,0.0359140560030937,-30.0
compromise,r0.50_d0.50,45,31,MAP2K3,0.0366849265992641,-31.0
compromise,r0.50_d0.50,45,32,FLG,0.0350257605314254,-32.0
compromise,r0.50_d0.50,45,33,NCOR1,0.0352409183979034,-33.0
compromise,r0.50_d0.50,45,34,PDGFRA,0.0337836742401123,-34.0
compromise,r0.50_d0.50,45,35,SPTA1,0.0307567790150642,-35.0
compromise,r0.50_d0.50,45,36,PDE4DIP,0.0302012078464031,-36.0
compromise,r0.50_d0.50,45,37,XPO1,0.0301133580505847,-37.0
compromise,r0.50_d0.50,45,38,KIF1B,0.0283827967941761,-38.0
compromise,r0.50_d0.50,45,39,PRKDC,0.0273034907877445,-39.0
compromise,r0.50_d0.50,45,40,RANBP2,0.0250391047447919,-40.0
compromise,r0.50_d0.50,45,41,SVEP1,0.0245404615998268,-41.0
compromise,r0.50_d0.50,45,42,WASL,0.025190457701683,-42.0
compromise,r0.50_d0.50,45,43,RYR1,0.0228098575025796,-43.0
compromise,r0.50_d0.50,45,44,APC,0.0218788422644138,-44.0
compromise,r0.50_d0.50,45,45,BLM,0.0220205392688512,-45.0
compromise,r0.50_d0.50,45,46,FBN2,0.0207804329693317,-46.0
compromise,r0.50_d0.50,45,47,ERBB4,0.0205754078924655,-47.0
compromise,r0.50_d0.50,45,48,TAF1,0.0193947479128837,-48.0
compromise,r0.50_d0.50,45,49,DNMT1,0.0207072775810956,-49.0
compromise,r0.50_d0.50,45,50,RYR2,0.0197559408843517,-50.0
compromise,r0.50_d0.50,45,51,NOS1,0.0205894485116004,-51.0
compromise,r0.50_d0.50,45,52,CLTC,0.0205685272812843,-52.0
compromise,r0.50_d0.50,45,53,PTPN13,0.0202056393027305,-53.0
compromise,r0.50_d0.50,45,54,AKAP13,0.020360380411148,-54.0
compromise,r0.50_d0.50,45,55,PLEC,0.0208816528320312,-55.0
compromise,r0.50_d0.50,45,56,CSF1R,0.0201865714043378,-56.0
compromise,r0.50_d0.50,45,57,ZFPM2,0.0193839203566312,-57.0
compromise,r0.50_d0.50,45,58,ZNFX1,0.0177825223654508,-58.0
compromise,r0.50_d0.50,45,59,NCOR2,0.0176771432161331,-59.0
compromise,r0.50_d0.50,45,60,BAZ2B,0.0226914510130882,-60.0
compromise,r0.50_d0.50,45,61,ATRX,0.0218372903764247,-61.0
